Page Order,Semantic Name,Element Type,Logical Name,Playwright Best,Relative XPath,Absolute XPath,CSS Selector,ID Attribute,Name Attribute,Class Name,Coordinates,Dimension,Confidence Score
217,sell_apps_on_amazon,Link,Sell apps on Amazon,"await page.getByRole('link', name='Sell apps on Amazon')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][3]/ul/li[3]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[3]/ul[1]/li[3]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(3) > ul > li:nth-of-type(3) > a.nav_a,,,nav_a,"(693.609375, 5091.890625)",131.53125 × 16,90
218,reload_your_balance,Link,Reload Your Balance,"await page.getByRole('link', name='Reload Your Balance')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][5]/ul/li[3]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[5]/ul[1]/li[3]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(5) > ul > li:nth-of-type(3) > a.nav_a,,,nav_a,"(975.390625, 5091.890625)",130.78125 × 16,90
219,your_orders_a,Link,Your Orders,"await page.getByRole('link', name='Your Orders')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][7]/ul/li[3]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[7]/ul[1]/li[3]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(7) > ul > li:nth-of-type(3) > a.nav_a,,,nav_a,"(1302.546875, 5108.6875)",74.96875 × 16,90
220,investor_relations,Link,Investor Relations,"await page.getByRole('link', name='Investor Relations')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][1]/ul/li[4]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[1]/ul[1]/li[4]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility > ul > li:nth-of-type(4) > a.nav_a,,,nav_a,"(454.5, 5118.6875)",112.0625 × 16,90
221,become_an_affiliate,Link,Become an Affiliate,"await page.getByRole('link', name='Become an Affiliate')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][3]/ul/li[4]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[3]/ul[1]/li[4]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(3) > ul > li:nth-of-type(4) > a.nav_a,,,nav_a,"(693.609375, 5118.6875)",119.609375 × 16,90
222,amazon_currency_converter,Link,Amazon Currency Converter,"await page.getByRole('link', name='Amazon Currency Converter')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][5]/ul/li[contains(@class, 'nav_last ')][4]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[5]/ul[1]/li[4]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(5) > ul > li.nav_last :nth-of-type(4) > a.nav_a,,,nav_a,"(975.390625, 5118.6875)",177.40625 × 16,90
223,shipping_rates_policies,Link,Shipping Rates & Policies,"await page.getByRole('link', name='Shipping Rates & Policies')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][7]/ul/li[4]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[7]/ul[1]/li[4]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(7) > ul > li:nth-of-type(4) > a.nav_a,,,nav_a,"(1302.546875, 5135.484375)",108.1875 × 32.796875,90
224,amazon_devices,Link,Amazon Devices,"await page.getByRole('link', name='Amazon Devices')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][1]/ul/li[5]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[1]/ul[1]/li[5]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility > ul > li:nth-of-type(5) > a.nav_a,,,nav_a,"(454.5, 5145.484375)",105.046875 × 16,90
225,advertise_your_products,Link,Advertise Your Products,"await page.getByRole('link', name='Advertise Your Products')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][3]/ul/li[5]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[3]/ul[1]/li[5]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(3) > ul > li:nth-of-type(5) > a.nav_a,,,nav_a,"(693.609375, 5145.484375)",149.421875 × 16,90
226,amazon_science,Link,Amazon Science,"await page.getByRole('link', name='Amazon Science')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][1]/ul/li[contains(@class, 'nav_last ')][6]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[1]/ul[1]/li[6]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility > ul > li.nav_last :nth-of-type(6) > a.nav_a,,,nav_a,"(454.5, 5172.28125)",105.0625 × 16,90
227,self_publish_with_us_a,Link,Self-Publish with Us,"await page.getByRole('link', name='Self-Publish with Us')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][3]/ul/li[6]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[3]/ul[1]/li[6]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(3) > ul > li:nth-of-type(6) > a.nav_a,,,nav_a,"(693.609375, 5172.28125)",124.5 × 16,90
228,returns_replacements,Link,Returns & Replacements,"await page.getByRole('link', name='Returns & Replacements')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][7]/ul/li[5]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[7]/ul[1]/li[5]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(7) > ul > li:nth-of-type(5) > a.nav_a,,,nav_a,"(1302.546875, 5179.078125)",89.5 × 32.796875,90
229,host_an_amazon_hub,Link,Host an Amazon Hub,"await page.getByRole('link', name='Host an Amazon Hub')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][3]/ul/li[7]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[3]/ul[1]/li[7]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(3) > ul > li:nth-of-type(7) > a.nav_a,,,nav_a,"(693.609375, 5199.078125)",132.296875 × 16,90
230,see_more_make_money_with_us,Link,See More Make Money with Us - ›See More Make Money with Us,"await page.getByRole('link', name='See More Make Money with Us')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][3]/ul/li[contains(@class, 'nav_last nav_a_carat')][8]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[3]/ul[1]/li[8]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(3) > ul > li.nav_last nav_a_carat:nth-of-type(8) > a.nav_a,,,nav_a,"(693.609375, 5225.875)",153.734375 × 32.796875,90
231,manage_your_content_and_devices,Link,Manage Your Content and Devices,"await page.getByRole('link', name='Manage Your Content and Devices')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][7]/ul/li[6]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[7]/ul[1]/li[6]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(7) > ul > li:nth-of-type(6) > a.nav_a,,,nav_a,"(1302.546875, 5222.671875)",129.96875 × 32.796875,90
232,help_a,Link,Help,"await page.getByRole('link', name='Help')","//div[@id='navFooter']/div[contains(@class, 'navFooterVerticalColumn navAccessibility')][1]/div[contains(@class, 'navFooterVerticalRow navAccessibility')]/div[contains(@class, 'navFooterLinkCol navAccessibility')][7]/ul/li[contains(@class, 'nav_last ')][7]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[1]/div[1]/div[7]/ul[1]/li[7]/a[1],div#navFooter > div.navFooterVerticalColumn navAccessibility > div.navFooterVerticalRow navAccessibility > div.navFooterLinkCol navAccessibility:nth-of-type(7) > ul > li.nav_last :nth-of-type(7) > a.nav_a,,,nav_a,"(1302.546875, 5266.265625)",28.796875 × 16,90
233,amazon_music_inr_indian_rupee,Link,₹INR - Indian Rupee - Amazon Music,"await page.getByRole('link', name='₹INR - Indian Rupee')",//a[@id='icp-touch-link-cop'],/html[1]/body[1]/div[1]/div[3]/div[3]/span[2]/div[1]/a[1],a#icp-touch-link-cop,icp-touch-link-cop,,icp-button,"(939.703125, 5362.0625)",162.109375 × 35,90
234,amazon_music_united_states,Link,United States - Amazon Music,await page.getByLabel('Choose a country/region for shopping. The current selection is United States.'),//a[@id='icp-touch-link-country'],/html[1]/body[1]/div[1]/div[3]/div[3]/span[2]/div[1]/a[2],a#icp-touch-link-country,icp-touch-link-country,,icp-button,"(1109.15625, 5363.0625)",139.640625 × 34,95
235,amazon_music_amazon_us_home,Link,Amazon US Home - Amazon Music,await page.getByLabel('Amazon US Home'),"//div[@id='navFooter']/div[contains(@class, 'navFooterLine navFooterLinkLine navFooterPadItemLine')][3]/span[1]/div[contains(@class, 'navFooterLine navFooterLogoLine')]/a",/html[1]/body[1]/div[1]/div[3]/div[3]/span[1]/div[1]/a[1],div#navFooter > div.navFooterLine navFooterLinkLine navFooterPadItemLine:nth-of-type(3) > span > div.navFooterLine navFooterLogoLine > a,,,,"(636.1875, 5367.0625)",76 × 41,95
236,amazon_music_english,Link,English - Amazon Music,await page.getByLabel('Choose a language for shopping. Current selection is English. '),"//div[@id='icp-touch-link-language']/a[contains(@class, 'icp-language-link')][1]",/html[1]/body[1]/div[1]/div[3]/div[3]/span[2]/div[1]/div[1]/a[1],div#icp-touch-link-language > a.icp-language-link,,,icp-language-link,"(808.90625, 5370.0625)",88.828125 × 20,95
237,expand_to_change_language_or_country_button,Button,Expand to Change Language or Country - Amazon Music,await page.getByLabel('Expand to Change Language or Country'),"//div[@id='icp-touch-link-language']/button[contains(@class, 'nav-arrow icp-up-down-arrow')]",/html[1]/body[1]/div[1]/div[3]/div[3]/span[2]/div[1]/div[1]/button[1],div#icp-touch-link-language > button.nav-arrow icp-up-down-arrow,,,nav-arrow icp-up-down-arrow,"(910.359375, 5373.6875)",12 × 16,95
238,amazon_music_stream_millions_of_songs,Link,"Amazon Music
Stream millions
of songs","await page.getByRole('link', name='Amazon Music
Stream millions
of songs')","//div[@id='navFooter']/div[contains(@class, 'navFooterLine navFooterLinkLine navFooterDescLine')][4]/div[contains(@class, 'navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper')]/ul[1]/li[contains(@class, 'navFooterDescItem')][1]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[4]/div[1]/ul[1]/li[1]/a[1],div#navFooter > div.navFooterLine navFooterLinkLine navFooterDescLine:nth-of-type(4) > div.navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper > ul > li.navFooterDescItem > a.nav_a,,,nav_a,"(453.5, 5472.0625)",104.5 × 40.203125,90
239,amazon_ads_reach_customers_wherever_they,Link,"Amazon Ads
Reach customers
wherever they
spend their time - Amazon Music",await page.locator('div#navFooter > div.navFooterLine navFooterLinkLine navFooterDescLine:nth-of-type(4) > div.navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper > ul > li.navFooterDescItem:nth-of-type(3) > a.nav_a'),"//div[@id='navFooter']/div[contains(@class, 'navFooterLine navFooterLinkLine navFooterDescLine')][4]/div[contains(@class, 'navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper')]/ul[1]/li[contains(@class, 'navFooterDescItem')][3]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[4]/div[1]/ul[1]/li[3]/a[1],div#navFooter > div.navFooterLine navFooterLinkLine navFooterDescLine:nth-of-type(4) > div.navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper > ul > li.navFooterDescItem:nth-of-type(3) > a.nav_a,,,nav_a,"(599.75, 5472.0625)",104.5 × 53.40625,80
240,6pm_score_deals_on_fashion_brands,Link,"6pm
Score deals
on fashion brands - Amazon Music","await page.getByRole('link', name='6pm
Score deals
on fashion brands')","//div[@id='navFooter']/div[contains(@class, 'navFooterLine navFooterLinkLine navFooterDescLine')][4]/div[contains(@class, 'navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper')]/ul[1]/li[contains(@class, 'navFooterDescItem')][5]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[4]/div[1]/ul[1]/li[5]/a[1],div#navFooter > div.navFooterLine navFooterLinkLine navFooterDescLine:nth-of-type(4) > div.navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper > ul > li.navFooterDescItem:nth-of-type(5) > a.nav_a,,,nav_a,"(746, 5472.0625)",104.5 × 40.203125,90
241,abebooks_books_art_collectibles,Link,"AbeBooks
Books, art
& collectibles - Amazon Music","await page.getByRole('link', name='AbeBooks
Books, art
& collectibles')","//div[@id='navFooter']/div[contains(@class, 'navFooterLine navFooterLinkLine navFooterDescLine')][4]/div[contains(@class, 'navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper')]/ul[1]/li[contains(@class, 'navFooterDescItem')][7]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[4]/div[1]/ul[1]/li[7]/a[1],div#navFooter > div.navFooterLine navFooterLinkLine navFooterDescLine:nth-of-type(4) > div.navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper > ul > li.navFooterDescItem:nth-of-type(7) > a.nav_a,,,nav_a,"(892.25, 5472.0625)",104.5 × 40.203125,90
242,acx_audiobook_publishing_made_easy,Link,"ACX
Audiobook Publishing
Made Easy - Amazon Music","await page.getByRole('link', name='ACX
Audiobook Publishing
Made Easy')","//div[@id='navFooter']/div[contains(@class, 'navFooterLine navFooterLinkLine navFooterDescLine')][4]/div[contains(@class, 'navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper')]/ul[1]/li[contains(@class, 'navFooterDescItem')][9]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[4]/div[1]/ul[1]/li[9]/a[1],div#navFooter > div.navFooterLine navFooterLinkLine navFooterDescLine:nth-of-type(4) > div.navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper > ul > li.navFooterDescItem:nth-of-type(9) > a.nav_a,,,nav_a,"(1038.5, 5472.0625)",104.5 × 53.40625,90
243,sell_on_amazon_start_a_selling_account,Link,"Sell on Amazon
Start a Selling Account - Amazon Music","await page.getByRole('link', name='Sell on Amazon
Start a Selling Account')","//div[@id='navFooter']/div[contains(@class, 'navFooterLine navFooterLinkLine navFooterDescLine')][4]/div[contains(@class, 'navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper')]/ul[1]/li[contains(@class, 'navFooterDescItem')][11]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[4]/div[1]/ul[1]/li[11]/a[1],div#navFooter > div.navFooterLine navFooterLinkLine navFooterDescLine:nth-of-type(4) > div.navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper > ul > li.navFooterDescItem:nth-of-type(11) > a.nav_a,,,nav_a,"(1184.75, 5472.0625)",104.5 × 40.203125,90
244,veeqo_shipping_software_inventory_manage,Link,"Veeqo
Shipping Software
Inventory Management - Amazon Music","await page.getByRole('link', name='Veeqo
Shipping Software
Inventory Management')","//div[@id='navFooter']/div[contains(@class, 'navFooterLine navFooterLinkLine navFooterDescLine')][4]/div[contains(@class, 'navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper')]/ul[1]/li[contains(@class, 'navFooterDescItem')][13]/a[contains(@class, 'nav_a')]",/html[1]/body[1]/div[1]/div[3]/div[4]/div[1]/ul[1]/li[13]/a[1],div#navFooter > div.navFooterLine navFooterLinkLine navFooterDescLine:nth-of-type(4) > div.navFooterMoreOnAmazon navFooterMoreOnAmazonWrapper > ul > li.navFooterDescItem:nth-of-type(13) > a.nav_a,,,nav_a,"(1331, 5472.0625)",104.5 × 53.40625,90
